City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Swabi,PK,2022-04-21 15:59:03,34.1199,72.4699,73.78,44,100,3.31
296,Fort Nelson,CA,2022-04-21 16:00:35,58.8053,-122.7002,30.04,90,100,1.66
297,Petropavlovsk-Kamchatskiy,RU,2022-04-21 15:55:40,53.0452,158.6483,28.99,100,75,4.47
298,Lavrentiya,RU,2022-04-21 16:00:36,65.5833,-171.0,13.32,90,13,6.06
299,Krasnaya Zarya,RU,2022-04-21 16:00:36,52.7825,37.6806,48.83,64,78,7.23
300,Pacific Grove,US,2022-04-21 16:00:37,36.6177,-121.9166,57.65,88,99,11.01
301,Panzhihua,CN,2022-04-21 16:00:37,26.5851,101.7128,66.96,72,34,1.7
302,Sao Jose Da Coroa Grande,BR,2022-04-21 16:00:37,-8.8978,-35.1478,83.93,64,49,7.09
303,Buala,SB,2022-04-21 16:00:38,-8.145,159.5921,80.26,81,87,3.22
304,Inhambane,MZ,2022-04-21 16:00:38,-23.865,35.3833,71.87,78,58,7.45
305,Zhirnovsk,RU,2022-04-21 16:00:39,50.9845,44.7735,54.01,48,1,7.09
306,Cabedelo,BR,2022-04-21 16:00:39,-6.9811,-34.8339,83.88,64,75,11.48
307,Dunedin,NZ,2022-04-21 16:00:40,-45.8742,170.5036,52.81,78,100,11.01
308,Boshnyakovo,RU,2022-04-21 16:00:40,49.6333,142.1667,35.1,96,92,6.87
309,Faya,SA,2022-04-21 16:00:41,18.3851,42.4509,67.93,47,5,8.46
310,Turayf,SA,2022-04-21 16:00:41,31.6725,38.6637,74.75,9,0,4.38
311,Puerto Carreno,CO,2022-04-21 16:00:41,6.189,-67.4859,77.77,83,100,3.76
312,Sao Joao Da Barra,BR,2022-04-21 16:00:42,-21.6403,-41.0511,77.86,67,15,5.35
313,Gobabis,NA,2022-04-21 16:00:42,-22.45,18.9667,71.73,31,3,10.63
314,Soverato,IT,2022-04-21 16:00:43,38.685,16.5499,62.55,93,100,11.21
315,Cap Malheureux,MU,2022-04-21 16:00:43,-19.9842,57.6142,78.48,82,59,8.99
316,San Cristobal,VE,2022-04-21 16:00:43,7.7669,-72.225,75.58,68,99,2.75
317,Dnestrovsc,MD,2022-04-21 16:00:44,46.6222,29.9133,52.48,59,100,7.56
318,Along,IN,2022-04-21 16:00:44,28.1667,94.7667,68.16,95,54,1.99
319,Port Blair,IN,2022-04-21 16:00:35,11.6667,92.75,83.7,72,34,4.47
320,Shubarshi,KZ,2022-04-21 16:00:45,48.5872,57.1869,67.87,38,100,5.01
321,Langxiang,CN,2022-04-21 16:00:45,46.95,128.8833,41.76,90,100,5.14
322,Sola,VU,2022-04-21 16:01:46,-13.8833,167.55,81.84,75,32,9.64
323,Wadi Maliz,TN,2022-04-21 16:01:46,36.4681,8.5495,61.84,56,58,16.42
324,Gualaquiza,EC,2022-04-21 16:01:46,-3.4,-78.55,67.68,86,98,2.46
325,Tombouctou,ML,2022-04-21 16:01:47,20.0,-3.0,99.41,9,1,17.34
326,Lorengau,PG,2022-04-21 16:01:47,-2.0226,147.2712,81.7,79,97,7.11
327,Marietta,US,2022-04-21 15:58:18,33.9526,-84.5499,69.35,72,75,11.5
328,Sitka,US,2022-04-21 16:00:12,57.0531,-135.33,44.53,64,10,0.49
329,San Miguel,SV,2022-04-21 16:01:48,13.4833,-88.1833,91.45,44,10,3.4
330,Kenai,US,2022-04-21 16:01:48,60.5544,-151.2583,31.14,81,11,5.66
331,Kavieng,PG,2022-04-21 16:01:49,-2.5744,150.7967,82.71,74,36,14.52
332,Dharchula,IN,2022-04-21 16:01:49,29.85,80.5333,66.97,56,100,4.99
333,Mecca,SA,2022-04-21 15:57:44,21.4267,39.8261,89.62,36,1,9.19
334,Paragominas,BR,2022-04-21 16:00:51,-2.9667,-47.4833,83.77,73,94,3.0
335,Gaoua,BF,2022-04-21 16:01:50,10.2992,-3.2508,75.61,82,96,2.44
336,Aquiraz,BR,2022-04-21 16:01:50,-3.9014,-38.3911,87.89,69,54,12.37
337,Alyangula,AU,2022-04-21 16:01:51,-13.8483,136.4192,81.36,79,29,7.31
338,Aksarka,RU,2022-04-21 16:01:51,66.5606,67.7975,10.6,77,100,20.29
339,Hurricane,US,2022-04-21 16:01:51,37.1753,-113.2899,73.74,25,0,11.03
340,Apatou,GF,2022-04-21 16:01:52,5.155,-54.3472,80.13,90,100,2.53
341,Jian,CN,2022-04-21 16:01:52,27.1172,114.9793,70.52,80,100,3.89
342,Belmonte,BR,2022-04-21 15:56:58,-15.8631,-38.8828,82.56,58,57,10.94
343,Douglas,US,2022-04-21 16:01:53,41.3,-96.167,58.87,71,0,9.22
344,Karratha,AU,2022-04-21 16:01:53,-20.7377,116.8463,83.66,48,16,4.43
345,Avera,US,2022-04-21 16:01:54,33.194,-82.5271,73.38,58,95,11.86
346,Constitucion,CL,2022-04-21 16:01:54,-35.3333,-72.4167,56.59,59,100,9.33
347,Kangaatsiaq,GL,2022-04-21 16:01:54,68.3065,-53.4641,29.43,78,100,11.48
348,Praia Da Vitoria,PT,2022-04-21 16:01:55,38.7333,-27.0667,61.75,66,99,21.72
349,Kichmengskiy Gorodok,RU,2022-04-21 16:01:55,59.9816,45.7854,34.11,91,10,2.82
350,Hobyo,SO,2022-04-21 16:01:56,5.3505,48.5268,83.21,72,35,12.33
351,Flinders,AU,2022-04-21 15:56:59,-34.5833,150.8552,62.19,77,100,7.0
352,Pacifica,US,2022-04-21 16:01:56,37.6138,-122.4869,58.01,91,75,10.0
353,Anton Lizardo,MX,2022-04-21 16:01:57,19.05,-95.9833,86.22,67,22,5.61
354,Katsina,NG,2022-04-21 16:01:57,12.9894,7.6006,99.45,18,100,4.65
355,Lobito,AO,2022-04-21 16:01:58,-12.3481,13.5456,79.83,84,78,6.6
356,Kupang,ID,2022-04-21 16:01:10,-10.1667,123.5833,79.57,82,14,9.71
357,Weligama,LK,2022-04-21 16:01:58,5.9667,80.4167,79.38,86,13,3.85
358,Tianguismanalco,MX,2022-04-21 16:01:58,18.95,-98.4333,72.28,40,0,3.94
359,Ahipara,NZ,2022-04-21 16:01:59,-35.1667,173.1667,65.16,92,51,3.22
360,Neftcala,AZ,2022-04-21 16:01:59,39.3742,49.2472,56.01,79,34,6.96
361,Koumra,TD,2022-04-21 16:02:00,8.9126,17.5539,97.9,18,98,5.01
362,Hayvoron,UA,2022-04-21 16:02:00,48.3396,29.8679,41.85,90,100,7.87
363,Beipiao,CN,2022-04-21 16:02:00,41.7919,120.7792,47.62,57,62,18.77
364,Saint-Pierre,RE,2022-04-21 16:02:01,-21.3393,55.4781,78.48,85,40,12.66
365,Gamba,GA,2022-04-21 16:02:01,-2.65,10.0,81.48,80,64,9.71
366,Salima,MW,2022-04-21 16:02:02,-13.7804,34.4587,74.1,76,98,6.46
367,Vila Velha,BR,2022-04-21 15:57:27,-20.3297,-40.2925,84.15,65,20,13.8
368,Saint-Leu,RE,2022-04-21 16:03:02,-21.15,55.2833,77.86,85,24,10.45
369,Bucak,TR,2022-04-21 16:03:03,37.4592,30.595,63.12,59,70,3.02
370,Raudeberg,NO,2022-04-21 16:03:03,61.9875,5.1352,65.07,84,2,21.63
371,Salinas,US,2022-04-21 16:00:00,36.6777,-121.6555,58.82,80,20,13.8
372,Am Timan,TD,2022-04-21 16:03:04,11.0297,20.2827,101.68,18,23,5.32
373,Wodonga,AU,2022-04-21 16:03:04,-36.1167,146.8833,51.96,100,35,4.18
374,Lompoc,US,2022-04-21 16:03:04,34.6391,-120.4579,63.57,73,75,11.99
375,Koygorodok,RU,2022-04-21 16:03:05,60.445,50.9968,26.51,90,61,2.48
376,Ulladulla,AU,2022-04-21 16:03:05,-35.35,150.4667,48.78,74,100,8.08
377,Tomatlan,MX,2022-04-21 16:03:05,19.9333,-105.25,86.18,42,0,4.85
378,Harper,LR,2022-04-21 16:03:06,4.375,-7.7169,81.64,81,92,8.52
379,Beloha,MG,2022-04-21 16:03:06,-25.1667,45.05,72.3,82,89,17.58
380,Sokolo,ML,2022-04-21 16:03:07,14.7328,-6.1219,104.94,7,59,9.44
381,Awbari,LY,2022-04-21 16:03:07,26.5921,12.7805,99.72,6,52,17.81
382,Hambantota,LK,2022-04-21 16:03:08,6.1241,81.1185,80.94,100,20,3.44
383,Oyama,JP,2022-04-21 16:03:08,36.3,139.8,63.59,95,100,5.68
384,Cap-Haitien,HT,2022-04-21 16:03:08,19.7578,-72.2042,80.83,71,11,14.67
385,Merauke,ID,2022-04-21 16:03:09,-8.4667,140.3333,80.73,83,52,8.75
386,Northam,GB,2022-04-21 16:03:09,51.0333,-4.2167,62.26,75,73,11.86
387,Tshikapa,CD,2022-04-21 16:03:10,-6.4167,20.8,77.0,81,85,1.74
388,Vedi,AM,2022-04-21 16:03:10,39.9142,44.7222,72.79,33,1,4.05
389,Swakopmund,NA,2022-04-21 16:03:10,-22.6833,14.5333,68.99,77,6,4.0
390,Soyo,AO,2022-04-21 16:03:11,-6.1349,12.3689,81.1,80,80,9.51
391,Mackay,AU,2022-04-21 16:00:10,-21.15,149.2,72.68,74,100,20.54
392,Turukhansk,RU,2022-04-21 16:03:11,65.8167,87.9833,10.42,92,88,6.2
393,Victoria,HK,2022-04-21 15:59:47,22.2855,114.1577,77.18,86,56,5.99
394,Port Hedland,AU,2022-04-21 16:03:12,-20.3167,118.5667,77.05,61,38,4.61
395,Baruun-Urt,MN,2022-04-21 16:03:12,46.6806,113.2792,35.96,28,38,7.16
396,Jiuquan,CN,2022-04-21 16:03:12,39.7432,98.5174,58.08,19,68,8.39
397,Seven Hills,US,2022-04-21 16:03:13,41.3953,-81.6762,54.41,93,100,16.11
398,Derzhavinsk,KZ,2022-04-21 16:03:13,51.1,66.3167,55.54,47,100,9.28
399,Norrkoping,SE,2022-04-21 16:03:14,58.5942,16.1826,61.38,44,4,18.41
400,Kabinda,CD,2022-04-21 16:03:14,-6.1333,24.4833,72.61,85,99,3.83
401,Cortland,US,2022-04-21 16:03:15,42.6001,-76.083,53.28,57,100,11.5
402,George,ZA,2022-04-21 16:03:15,-33.963,22.4617,62.69,88,64,4.0
403,Marrakesh,MA,2022-04-21 16:00:25,31.6315,-8.0083,73.47,25,0,6.91
404,Jinchang,CN,2022-04-21 16:03:15,38.4953,102.1739,54.19,18,99,2.71
405,Santa Maria,BR,2022-04-21 16:03:16,-29.6842,-53.8069,75.81,56,77,4.03
406,Kinston,US,2022-04-21 16:03:16,35.2627,-77.5816,71.78,49,40,5.75
407,Sape,BR,2022-04-21 16:03:17,-7.0964,-35.2328,89.8,44,56,12.35
408,Coxim,BR,2022-04-21 15:58:18,-18.5067,-54.76,94.05,25,6,6.6
409,Chumikan,RU,2022-04-21 16:03:17,54.7183,135.315,26.17,97,100,5.01
410,Marechal Deodoro,BR,2022-04-21 16:03:18,-9.7103,-35.895,83.61,63,87,8.52
411,Mikuni,JP,2022-04-21 16:03:18,36.2171,136.1519,56.82,97,99,4.56
412,Chicama,PE,2022-04-21 16:03:18,-7.8447,-79.1469,76.77,62,75,8.55
413,Kingaroy,AU,2022-04-21 16:03:19,-26.5333,151.8333,61.43,91,99,9.95
414,Cruces,CU,2022-04-21 16:03:19,22.3411,-80.2667,84.06,51,29,19.53
415,Santa Catarina De Tepehuanes,MX,2022-04-21 16:04:20,25.35,-105.7333,75.49,22,7,4.36
416,Uppsala,SE,2022-04-21 16:04:20,60.0,17.75,58.44,38,59,13.8
417,Sorland,NO,2022-04-21 16:04:20,67.667,12.6934,44.46,80,12,10.63
418,Bambanglipuro,ID,2022-04-21 16:04:21,-7.95,110.2833,76.06,90,98,0.72
419,Canete,CL,2022-04-21 16:04:21,-37.8,-73.4,49.98,97,100,9.82
420,Belyy Yar,RU,2022-04-21 16:04:22,53.6039,91.3903,42.85,93,75,4.47
421,Teya,RU,2022-04-21 16:04:22,60.3778,92.6267,30.65,99,100,2.57
422,Emba,KZ,2022-04-21 16:04:23,48.8264,58.1442,66.6,35,100,4.43
423,Bonoua,CI,2022-04-21 16:04:23,5.2741,-3.595,83.82,80,100,7.2
424,Da Lat,VN,2022-04-21 16:04:23,11.9465,108.4419,61.12,99,100,1.88
425,Bilma,NE,2022-04-21 16:04:24,18.6853,12.9164,101.25,7,5,3.65
426,Port-Cartier,CA,2022-04-21 16:04:24,50.0334,-66.8654,38.75,87,71,8.66
427,Beira,MZ,2022-04-21 16:04:24,-19.8436,34.8389,75.58,88,67,13.11
428,Vostok,RU,2022-04-21 16:04:25,46.4856,135.8833,44.11,77,56,5.88
429,Madeji,PK,2022-04-21 16:04:25,27.7544,68.4526,91.45,7,6,0.85
430,Tateyama,JP,2022-04-21 16:04:26,34.9833,139.8667,64.09,95,100,31.52
431,Omsukchan,RU,2022-04-21 16:04:26,62.5333,155.8,-4.11,100,69,3.53
432,Kruisfontein,ZA,2022-04-21 16:04:26,-34.0033,24.7314,65.88,72,0,5.75
433,Gopalpur,IN,2022-04-21 16:04:27,19.2667,84.9167,80.31,70,100,1.74
434,Onokhoy,RU,2022-04-21 16:04:27,51.932,108.0747,28.15,73,92,3.74
435,Zhigansk,RU,2022-04-21 16:04:28,66.7697,123.3711,5.49,97,47,6.82
436,Ixtapa,MX,2022-04-21 16:03:22,20.7,-105.2,78.03,57,0,0.0
437,Bintulu,MY,2022-04-21 16:04:28,3.1667,113.0333,78.17,88,100,1.01
438,Pemangkat,ID,2022-04-21 16:04:29,1.1667,108.9667,80.46,80,100,3.69
439,Alofi,NU,2022-04-21 16:04:29,-19.0595,-169.9187,80.13,77,100,12.57
440,Richards Bay,ZA,2022-04-21 16:03:27,-28.783,32.0377,70.11,74,0,11.86
441,Norman Wells,CA,2022-04-21 16:04:30,65.282,-126.8329,27.46,86,100,5.82
442,Bathsheba,BB,2022-04-21 16:04:30,13.2167,-59.5167,86.61,58,40,19.57
443,Hamilton,US,2022-04-21 15:59:43,39.1834,-84.5333,58.87,90,100,5.99
444,Sabang,ID,2022-04-21 16:04:31,5.8933,95.3214,84.79,67,94,3.47
445,Biggar,GB,2022-04-21 15:59:48,55.6167,-3.5167,57.54,62,17,14.74
446,Jining,CN,2022-04-21 16:00:21,35.405,116.5814,64.45,72,76,7.14
447,Khor,RU,2022-04-21 16:04:31,47.8861,134.9464,56.3,55,100,1.95
448,Kiunga,PG,2022-04-21 16:04:32,-6.1219,141.2906,74.17,99,100,1.86
449,Teruel,ES,2022-04-21 16:04:32,40.6667,-0.6667,43.48,73,100,14.88
450,Kalianget,ID,2022-04-21 16:04:32,-7.05,113.9333,79.88,80,97,2.64
451,Roald,NO,2022-04-21 16:04:33,62.5833,6.1333,63.52,76,0,19.57
452,Skelleftea,SE,2022-04-21 16:04:33,64.7507,20.9528,62.96,36,0,8.05
453,Erzin,TR,2022-04-21 16:04:34,36.9559,36.2,58.23,78,0,3.36
454,Tual,ID,2022-04-21 16:04:34,-5.6667,132.75,83.32,75,100,8.19
455,Bilibino,RU,2022-04-21 16:04:34,68.0546,166.4372,1.09,100,77,3.94
456,Kudirkos Naumiestis,LT,2022-04-21 16:04:35,54.7731,22.8631,52.16,74,100,7.38
457,Honiara,SB,2022-04-21 16:01:01,-9.4333,159.95,78.04,85,89,3.74
458,Nizip,TR,2022-04-21 16:05:35,37.0097,37.7942,69.93,48,0,9.98
459,Flin Flon,CA,2022-04-21 16:05:36,54.7682,-101.865,31.66,68,20,1.03
460,Dergachi,RU,2022-04-21 16:05:36,51.2328,48.7659,55.33,86,100,12.97
461,Naze,JP,2022-04-21 16:05:36,28.3667,129.4833,66.67,83,99,4.7
462,Bambous Virieux,MU,2022-04-21 16:05:37,-20.3428,57.7575,78.22,75,93,12.33
463,Ostrovnoy,RU,2022-04-21 16:05:37,68.0531,39.5131,34.54,97,100,13.94
464,Teguldet,RU,2022-04-21 16:05:38,57.3064,88.1667,36.21,99,100,2.51
465,Sortland,NO,2022-04-21 16:05:38,68.6949,15.4162,44.1,74,91,6.44
466,Tarata,BO,2022-04-21 16:05:38,-17.6167,-66.0167,73.08,35,20,2.39
467,Namatanai,PG,2022-04-21 16:05:39,-3.6667,152.4333,80.17,79,80,8.9
468,Nhulunbuy,AU,2022-04-21 16:05:39,-12.2333,136.7667,77.61,94,10,1.14
469,Christchurch,NZ,2022-04-21 16:03:57,-43.5333,172.6333,55.94,89,75,5.75
470,Killarney,IE,2022-04-21 16:05:40,52.05,-9.5167,60.85,59,20,18.41
471,Hun,LY,2022-04-21 16:05:40,29.1268,15.9477,93.27,7,60,18.52
472,Porto Novo,BJ,2022-04-21 16:05:41,6.4965,2.6036,84.97,67,100,9.15
473,Langsa,ID,2022-04-21 16:05:41,4.4683,97.9683,75.87,94,100,1.88
474,Mahibadhoo,MV,2022-04-21 16:05:41,3.7833,72.9667,84.65,71,91,7.25
475,Sioux Lookout,CA,2022-04-21 16:05:42,50.1001,-91.917,35.67,87,100,13.8
476,Pyapon,MM,2022-04-21 16:05:42,16.2833,95.6833,84.33,63,38,8.97
477,Vanavara,RU,2022-04-21 16:01:18,60.34,102.2797,20.41,94,76,2.75
478,Banda Aceh,ID,2022-04-21 16:05:43,5.5577,95.3222,82.04,76,97,3.18
479,Cockburn Town,TC,2022-04-21 16:05:43,21.4612,-71.1419,78.33,70,85,18.45
480,High Level,CA,2022-04-21 16:05:43,58.5169,-117.136,29.88,89,90,4.72
481,Kajaani,FI,2022-04-21 16:00:45,64.2273,27.7285,51.85,50,0,8.05
482,Rosario Do Sul,BR,2022-04-21 16:05:44,-30.2583,-54.9142,77.0,53,1,4.05
483,Grootfontein,NA,2022-04-21 16:05:44,-19.5667,18.1167,70.65,36,1,7.34
484,Grao Mogol,BR,2022-04-21 16:05:45,-16.5594,-42.8897,83.07,33,5,4.9
485,Kyzyl-Suu,KG,2022-04-21 16:05:45,42.3414,78.0056,49.91,72,100,3.71
486,Changtu,CN,2022-04-21 16:05:45,42.7788,124.0955,49.87,72,100,14.41
487,Tilichiki,RU,2022-04-21 16:05:46,60.4667,166.1,8.1,98,100,7.38
488,Lebedyn,UA,2022-04-21 16:05:46,50.5852,34.4849,47.62,68,90,8.14
489,Nador,MA,2022-04-21 16:05:46,35.174,-2.9287,66.45,52,20,13.8
490,Shakiso,ET,2022-04-21 16:05:47,5.75,38.9167,61.05,93,68,4.05
491,Port Keats,AU,2022-04-21 16:05:47,-14.25,129.55,80.26,60,99,4.74
492,Terrace Bay,CA,2022-04-21 16:05:48,48.7834,-87.1,33.15,100,100,12.66
493,Berlevag,NO,2022-04-21 16:05:48,70.8578,29.0864,39.2,90,38,17.54
494,Mae Sai,TH,2022-04-21 16:05:48,20.4335,99.8762,72.86,88,53,0.67
495,Dzhebariki-Khaya,RU,2022-04-21 16:05:49,62.2167,135.8,17.06,97,100,0.69
496,Praya,CV,2022-04-21 16:05:49,14.9215,-23.5087,81.14,41,0,21.85
497,Kurchum,KZ,2022-04-21 16:05:50,48.5722,83.6542,55.9,45,100,7.99
498,Alausi,EC,2022-04-21 16:05:51,-2.2,-78.8333,52.56,81,99,2.8
499,Ogawa,JP,2022-04-21 16:05:51,36.05,139.2667,57.04,96,100,10.63
500,Tokur,RU,2022-04-21 16:05:52,53.1333,132.9,16.48,96,80,2.35
501,Huarmey,PE,2022-04-21 16:05:52,-10.0681,-78.1522,72.72,75,93,10.51
502,Margate,GB,2022-04-21 16:05:53,51.3813,1.3862,55.69,68,15,8.01
503,Kysyl-Syr,RU,2022-04-21 16:05:53,63.8986,122.7617,21.65,98,100,3.22
504,Ivanovka,KG,2022-04-21 16:05:54,42.8878,75.085,60.21,66,100,2.75
505,Ucluelet,CA,2022-04-21 16:05:54,48.9329,-125.5528,45.09,91,100,8.1
506,Huaihua,CN,2022-04-21 16:05:55,27.5494,109.9592,66.9,86,100,3.62
507,Vilyuysk,RU,2022-04-21 16:06:55,63.7553,121.6247,18.12,97,99,3.09
508,Kununurra,AU,2022-04-21 16:06:55,-15.7667,128.7333,69.78,94,66,0.0
509,La Libertad,EC,2022-04-21 16:06:56,-2.2333,-80.9,76.66,83,0,9.22
510,College,US,2022-04-21 16:06:56,64.8569,-147.8028,31.28,68,20,0.0
511,Ambilobe,MG,2022-04-21 16:06:57,-13.2,49.05,72.05,98,100,4.56
512,Olean,US,2022-04-21 16:03:09,42.0776,-78.4297,48.88,100,100,13.8
513,Bandar-E Lengeh,IR,2022-04-21 16:06:57,26.5579,54.8807,80.67,49,57,10.94
514,Grand Gaube,MU,2022-04-21 16:06:57,-20.0064,57.6608,78.39,82,61,5.99
515,Zapolyarnyy,RU,2022-04-21 16:06:58,69.4154,30.8136,36.68,95,100,10.16
516,Bonfim,BR,2022-04-21 16:06:58,3.0833,-59.95,82.67,65,100,6.24
517,Sargur,IN,2022-04-21 16:06:59,11.9833,76.4167,82.98,73,18,7.02
518,Deputatskiy,RU,2022-04-21 16:06:59,69.3,139.9,6.28,97,98,3.4
519,Zhangjiakou,CN,2022-04-21 16:06:59,40.81,114.8794,44.92,50,5,11.86
520,Phan Thiet,VN,2022-04-21 16:07:00,10.9333,108.1,79.11,85,100,7.0
521,Verkhoturye,RU,2022-04-21 16:07:00,58.8627,60.8054,26.1,87,83,4.0
522,Olafsvik,IS,2022-04-21 16:07:01,64.8945,-23.7142,47.21,82,100,5.5
523,Gat,IL,2022-04-21 16:07:01,31.61,34.7642,73.4,15,0,14.81
524,Hue,VN,2022-04-21 16:07:02,16.4667,107.6,73.51,94,75,1.14
525,Fairbanks,US,2022-04-21 16:06:05,64.8378,-147.7164,31.3,69,0,0.0
526,Lufkin,US,2022-04-21 16:03:44,31.3382,-94.7291,76.84,84,100,10.36
527,Palana,RU,2022-04-21 16:07:02,59.1167,159.9667,19.54,86,100,3.29
528,Soissons,FR,2022-04-21 16:07:03,49.3333,3.3333,67.41,55,41,11.21
529,Buchanan,LR,2022-04-21 16:07:03,5.8808,-10.0467,84.25,69,81,8.99
530,Codrington,AU,2022-04-21 16:07:03,-38.2667,141.9667,56.93,50,100,11.32
531,Tres Marias,MX,2022-04-21 16:07:04,19.0522,-99.2431,65.46,32,0,3.53
532,Mopipi,BW,2022-04-21 16:07:04,-21.1833,24.8833,69.49,57,98,4.83
533,Kuytun,RU,2022-04-21 16:07:05,54.3419,101.5036,34.59,69,98,5.3
534,Saumur,FR,2022-04-21 16:03:10,47.3333,-0.25,68.11,48,20,10.11
535,Poso,ID,2022-04-21 16:07:05,-1.3959,120.7524,77.63,87,100,3.91
536,Meulaboh,ID,2022-04-21 16:07:06,4.1363,96.1285,79.68,80,99,1.92
537,Malanje,AO,2022-04-21 16:07:06,-9.5402,16.341,72.84,83,89,2.89
538,Okhotsk,RU,2022-04-21 16:07:07,59.3833,143.3,19.22,97,57,0.74
539,Parauna,BR,2022-04-21 16:07:07,-16.9478,-50.4486,84.38,35,6,4.21
540,Waycross,US,2022-04-21 16:05:13,31.2136,-82.354,75.25,55,40,12.66
541,Mweka,CD,2022-04-21 16:07:08,-4.85,21.5667,74.5,80,86,2.3
542,Tacuati,PY,2022-04-21 16:07:08,-23.45,-56.5833,92.3,33,81,2.46
543,Maua,BR,2022-04-21 16:07:08,-23.6678,-46.4614,79.07,48,3,2.64
544,Road Town,VG,2022-04-21 16:07:09,18.4167,-64.6167,82.44,65,40,11.5
545,Byron Bay,AU,2022-04-21 16:07:09,-28.65,153.6167,61.95,78,5,8.3
546,Zhezkazgan,KZ,2022-04-21 16:07:10,47.8043,67.7144,60.78,39,0,8.95
547,Thinadhoo,MV,2022-04-21 16:07:10,0.5333,72.9333,85.05,70,21,9.84
548,Svetlogorsk,BY,2022-04-21 16:07:10,52.6333,29.7333,46.4,71,69,9.73
549,Minna,NG,2022-04-21 16:07:11,9.6139,6.5569,96.6,34,96,6.73
550,Sorong,ID,2022-04-21 16:07:11,-0.8833,131.25,79.0,86,100,5.23
551,Baykit,RU,2022-04-21 16:07:12,61.67,96.37,22.1,98,100,3.36
552,Yerofey Pavlovich,RU,2022-04-21 16:07:12,53.9667,121.9667,25.02,46,72,3.47
553,Saint Anthony,US,2022-04-21 16:08:12,45.0205,-93.218,47.82,65,75,16.11
554,Cervo,ES,2022-04-21 16:08:13,43.6702,-7.4101,58.96,61,99,7.9
555,Tezu,IN,2022-04-21 16:08:13,27.9167,96.1667,70.77,83,50,4.63
556,Sobolevo,RU,2022-04-21 16:08:14,54.4299,31.8996,45.21,76,54,11.18
557,Taloda,IN,2022-04-21 16:08:14,21.5667,74.2167,95.07,20,68,1.68
558,Saint-Denis,FR,2022-04-21 16:08:14,48.9167,2.3333,69.24,43,0,14.97
559,Essen,DE,2022-04-21 16:08:15,51.45,7.0167,63.45,57,98,3.0
560,Puerto Madryn,AR,2022-04-21 16:08:15,-42.7692,-65.0385,61.79,43,87,19.71
561,Solnechnyy,RU,2022-04-21 16:08:16,50.7214,136.6319,33.33,98,100,5.41
562,Trois-Rivieres,CA,2022-04-21 16:06:17,46.3501,-72.5491,47.46,57,100,5.01
563,Paamiut,GL,2022-04-21 16:08:16,61.994,-49.6678,35.53,74,99,44.9
564,Dourados,BR,2022-04-21 16:08:17,-22.2211,-54.8056,86.86,38,93,6.96
565,Bogashevo,RU,2022-04-21 16:08:17,56.3683,85.1447,38.97,99,75,2.24
566,Taoudenni,ML,2022-04-21 16:08:17,22.6783,-3.9836,95.52,4,35,14.81
567,Kerema,PG,2022-04-21 16:08:18,-7.9631,145.7785,77.97,86,95,3.58
